21:14:35     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:14:36     all    8.26    0.00    1.59    0.00    0.00    0.00    0.00    0.00    0.00   90.15
21:14:37     all    8.34    0.00    1.08    0.25    0.00    0.00    0.00    0.00    0.00   90.33
21:14:38     all    8.69    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   90.48
21:14:39     all    9.09    0.00    1.00    0.25    0.00    0.00    0.00    0.00    0.00   89.66
21:14:40     all    8.50    0.00    1.08    0.00    0.00    0.00    0.00    0.00    0.00   90.42
21:14:41     all   10.45    0.00    0.84    0.92    0.00    0.00    0.00    0.00    0.00   87.79
21:14:42     all    9.02    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   89.98
21:14:43     all    9.34    0.00    1.08    0.08    0.00    0.00    0.00    0.00    0.00   89.49
21:14:44     all   10.11    0.00    1.09    0.25    0.00    0.00    0.00    0.00    0.00   88.55
21:14:45     all   10.44    0.00    1.17    0.00    0.00    0.00    0.00    0.00    0.00   88.39
21:14:46     all   11.79    0.00    1.09    0.00    0.00    0.00    0.00    0.00    0.00   87.12
21:14:47     all   10.68    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   88.40
21:14:48     all   10.57    0.00    1.08    0.00    0.00    0.00    0.00    0.00    0.00   88.34
21:14:49     all   13.11    0.00    0.92    0.25    0.00    0.00    0.00    0.00    0.00   85.73
21:14:50     all    9.44    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   89.72
21:14:51     all    8.53    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   90.64
21:14:52     all    8.51    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   90.58
21:14:53     all    8.52    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   90.81
21:14:54     all    8.42    0.00    0.75    0.17    0.00    0.00    0.00    0.00    0.00   90.66
21:14:55     all    8.86    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   90.22
21:14:56     all   11.12    0.00    2.09    0.00    0.00    0.00    0.00    0.00    0.00   86.79
21:14:57     all    9.87    0.00    3.34    0.00    0.00    0.00    0.00    0.00    0.00   86.79
21:14:58     all   10.94    0.00    3.01    0.25    0.00    0.00    0.00    0.00    0.00   85.80
21:14:59     all   10.19    0.00    3.34    0.00    0.00    0.00    0.00    0.00    0.00   86.47
21:15:00     all    9.85    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   86.64
21:15:01     all    9.17    0.00    3.67    0.67    0.00    0.00    0.00    0.00    0.00   86.49
21:15:02     all    9.87    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   86.62
21:15:03     all    9.34    0.00    3.59    0.00    0.00    0.08    0.00    0.00    0.00   86.99
21:15:04     all    9.03    0.00    3.60    0.67    0.00    0.00    0.00    0.00    0.00   86.71
21:15:05     all    9.36    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.05
21:15:06     all    8.76    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.65
21:15:07     all   10.95    0.00    3.43    0.00    0.00    0.00    0.00    0.00    0.00   85.62
21:15:08     all    9.27    0.00    3.59    0.75    0.00    0.00    0.00    0.00    0.00   86.39
21:15:09     all    9.01    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.41
21:15:10     all    8.95    0.00    3.26    0.00    0.00    0.00    0.00    0.00    0.00   87.79
21:15:11     all    8.42    0.00    3.75    0.00    0.00    0.00    0.00    0.00    0.00   87.82
21:15:12     all    9.19    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.22
21:15:13     all    8.69    0.00    3.68    0.00    0.00    0.00    0.00    0.00    0.00   87.64
21:15:14     all    8.44    0.00    3.59    0.92    0.00    0.00    0.00    0.00    0.00   87.05
21:15:15     all   10.01    0.00    3.17    0.00    0.00    0.00    0.00    0.00    0.00   86.82
21:15:16     all    9.18    0.00    3.26    0.00    0.00    0.00    0.00    0.00    0.00   87.56
21:15:17     all    9.09    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   87.24
21:15:18     all    9.10    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.31
21:15:19     all    9.10    0.00    3.51    0.17    0.00    0.00    0.00    0.00    0.00   87.23
21:15:20     all    8.94    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.55
21:15:21     all    9.35    0.00    3.34    0.00    0.00    0.00    0.00    0.00    0.00   87.31
21:15:22     all    8.92    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.49
21:15:23     all    8.68    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.81
21:15:24     all    8.77    0.00    3.76    0.17    0.00    0.00    0.00    0.00    0.00   87.30
21:15:25     all    8.84    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.57
21:15:26     all    8.69    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.72
21:15:27     all    9.01    0.00    3.59    0.08    0.00    0.00    0.00    0.00    0.00   87.32
21:15:28     all    8.44    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.97
21:15:29     all   10.18    0.00    3.59    0.17    0.00    0.00    0.00    0.00    0.00   86.06
21:15:30     all    9.91    0.00    3.50    0.00    0.00    0.00    0.00    0.00    0.00   86.59
21:15:31     all    9.77    0.00    3.43    0.00    0.00    0.00    0.00    0.00    0.00   86.80
21:15:32     all    8.86    0.00    3.68    0.00    0.00    0.00    0.00    0.00    0.00   87.47
21:15:33     all    9.18    0.00    3.59    0.00    0.00    0.08    0.00    0.00    0.00   87.15
21:15:34     all    8.93    0.00    3.59    0.17    0.00    0.00    0.00    0.00    0.00   87.31
21:15:35     all    8.85    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.56
21:15:36     all    9.59    0.00    3.75    0.00    0.00    0.00    0.00    0.00    0.00   86.66
21:15:37     all    9.42    0.00    3.34    0.00    0.00    0.00    0.00    0.00    0.00   87.24
21:15:38     all    9.10    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.31
21:15:39     all    9.02    0.00    3.76    1.09    0.00    0.00    0.00    0.00    0.00   86.14
21:15:40     all    8.95    0.00    3.43    0.00    0.00    0.00    0.00    0.00    0.00   87.63
21:15:41     all    9.10    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.40
21:15:42     all    8.92    0.00    3.50    0.00    0.00    0.00    0.00    0.00    0.00   87.57
21:15:43     all    8.92    0.00    3.58    0.08    0.00    0.00    0.00    0.00    0.00   87.42
21:15:44     all    9.26    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   87.07
21:15:45     all    8.93    0.00    3.92    0.00    0.00    0.00    0.00    0.00    0.00   87.15
21:15:46     all    9.17    0.00    3.50    0.00    0.00    0.00    0.00    0.00    0.00   87.33
21:15:47     all    9.27    0.00    3.59    0.08    0.00    0.00    0.00    0.00    0.00   87.05
21:15:48     all    8.83    0.00    3.75    0.00    0.00    0.00    0.00    0.00    0.00   87.42
21:15:49     all    8.60    0.00    3.42    0.00    0.00    0.00    0.00    0.00    0.00   87.98
21:15:50     all   11.20    0.00    3.85    0.59    0.00    0.00    0.00    0.00    0.00   84.36
21:15:51     all    8.51    0.00    3.75    1.17    0.00    0.00    0.00    0.00    0.00   86.57
21:15:52     all    8.92    0.00    3.50    0.00    0.00    0.00    0.00    0.00    0.00   87.58
21:15:53     all    8.68    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   87.65
21:15:54     all    9.18    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.31
21:15:55     all    8.83    0.00    3.42    0.33    0.00    0.00    0.00    0.00    0.00   87.42
21:15:56     all    8.68    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.73
21:15:57     all    9.10    0.00    3.42    0.17    0.00    0.00    0.00    0.00    0.00   87.31
21:15:58     all    8.84    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   87.49
21:15:59     all    8.76    0.00    3.76    0.75    0.00    0.08    0.00    0.00    0.00   86.64
21:16:00     all    9.43    0.00    3.34    0.00    0.00    0.00    0.00    0.00    0.00   87.23
21:16:01     all    8.93    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.48
21:16:02     all    9.27    0.00    3.92    0.17    0.00    0.00    0.00    0.00    0.00   86.64
21:16:03     all    9.09    0.00    3.92    0.00    0.00    0.00    0.00    0.00    0.00   86.99
21:16:04     all    9.01    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   87.32
21:16:05     all    9.19    0.00    3.84    0.00    0.00    0.00    0.00    0.00    0.00   86.97
21:16:06     all    9.18    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.23
21:16:07     all    9.02    0.00    3.51    0.25    0.00    0.00    0.00    0.00    0.00   87.22
21:16:08     all    9.34    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   86.99
21:16:09     all    9.94    0.00    3.43    0.00    0.00    0.00    0.00    0.00    0.00   86.63
21:16:10     all   10.84    0.00    3.75    0.00    0.00    0.00    0.00    0.00    0.00   85.40
21:16:11     all   10.78    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   85.71
21:16:12     all   11.02    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   85.39
21:16:13     all    8.76    0.00    3.67    0.17    0.00    0.00    0.00    0.00    0.00   87.40
21:16:14     all   10.10    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   86.31
21:16:15     all    9.60    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   86.73
21:16:16     all    9.19    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.22
21:16:17     all    9.26    0.00    3.67    0.00    0.00    0.08    0.00    0.00    0.00   86.99
21:16:18     all    9.43    0.00    3.59    0.17    0.00    0.00    0.00    0.00    0.00   86.81
21:16:19     all    9.36    0.00    3.43    0.00    0.00    0.00    0.00    0.00    0.00   87.21
21:16:20     all    8.83    0.00    3.67    2.25    0.00    0.00    0.00    0.00    0.00   85.25
21:16:21     all    9.18    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.31
21:16:22     all    9.09    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.32
21:16:23     all    8.70    0.00    3.68    0.00    0.00    0.00    0.00    0.00    0.00   87.63
21:16:24     all    9.01    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   87.32
21:16:25     all    8.93    0.00    3.67    0.25    0.00    0.00    0.00    0.00    0.00   87.15
21:16:26     all    8.60    0.00    3.68    0.17    0.00    0.00    0.00    0.00    0.00   87.55
21:16:27     all   11.54    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   84.95
21:16:28     all    8.60    0.00    3.68    0.00    0.00    0.00    0.00    0.00    0.00   87.72
21:16:29     all    8.69    0.00    3.76    0.08    0.00    0.00    0.00    0.00    0.00   87.47
21:16:30     all    9.01    0.00    3.50    0.00    0.00    0.00    0.00    0.00    0.00   87.49
21:16:31     all    9.93    0.00    3.51    0.17    0.00    0.00    0.00    0.00    0.00   86.39
21:16:32     all    8.87    0.00    3.43    0.00    0.00    0.00    0.00    0.00    0.00   87.70
21:16:33     all    8.69    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.80
21:16:34     all    8.83    0.00    3.58    0.00    0.00    0.00    0.00    0.00    0.00   87.58
21:16:35     all    9.09    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.32
21:16:36     all    8.69    0.00    3.59    0.17    0.00    0.00    0.00    0.00    0.00   87.55
21:16:37     all    8.70    0.00    3.68    0.00    0.00    0.00    0.00    0.00    0.00   87.63
21:16:38     all    8.62    0.00    3.68    0.00    0.00    0.00    0.00    0.00    0.00   87.70
21:16:39     all    8.69    0.00    3.68    0.00    0.00    0.00    0.00    0.00    0.00   87.64
21:16:40     all    9.02    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.48
21:16:41     all    9.74    0.00    3.83    0.25    0.00    0.00    0.00    0.00    0.00   86.18
21:16:42     all    9.34    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.07
21:16:43     all    8.77    0.00    3.76    0.00    0.00    0.00    0.00    0.00    0.00   87.47
21:16:44     all    8.84    0.00    3.59    0.42    0.00    0.08    0.00    0.00    0.00   87.07
21:16:45     all    8.60    0.00    3.68    0.00    0.00    0.00    0.00    0.00    0.00   87.72
21:16:46     all    8.60    0.00    3.51    0.17    0.00    0.08    0.00    0.00    0.00   87.64
21:16:47     all    9.10    0.00    3.42    0.00    0.00    0.00    0.00    0.00    0.00   87.48
21:16:48     all    8.35    0.00    3.68    0.00    0.00    0.00    0.00    0.00    0.00   87.97
21:16:49     all    8.76    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.73
21:16:50     all    8.68    0.00    3.42    0.00    0.00    0.00    0.00    0.00    0.00   87.90
21:16:51     all    8.84    0.00    3.67    0.17    0.00    0.00    0.00    0.00    0.00   87.32
21:16:52     all    8.93    0.00    3.84    0.00    0.00    0.00    0.00    0.00    0.00   87.23
21:16:53     all    8.53    0.00    3.68    0.00    0.00    0.00    0.00    0.00    0.00   87.79
21:16:54     all    8.76    0.00    3.42    0.00    0.00    0.00    0.00    0.00    0.00   87.82
21:16:55     all    8.35    0.00    3.84    0.00    0.00    0.00    0.00    0.00    0.00   87.81
21:16:56     all    9.01    0.00    3.50    0.25    0.00    0.00    0.00    0.00    0.00   87.24
21:16:57     all    8.94    0.00    3.43    0.00    0.00    0.00    0.00    0.00    0.00   87.64
21:16:58     all    9.01    0.00    3.84    0.00    0.00    0.00    0.00    0.00    0.00   87.16
21:16:59     all   10.10    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   86.39
21:17:00     all   10.26    0.00    3.75    0.00    0.00    0.00    0.00    0.00    0.00   85.99
21:17:01     all    9.84    0.00    3.67    0.17    0.00    0.00    0.00    0.00    0.00   86.32
21:17:02     all    9.92    0.00    3.75    0.00    0.00    0.00    0.00    0.00    0.00   86.33
21:17:03     all    9.18    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   87.15
21:17:04     all    9.18    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.31
21:17:05     all    8.51    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.98
21:17:06     all    8.67    0.00    3.75    0.17    0.00    0.00    0.00    0.00    0.00   87.41
21:17:07     all    9.43    0.00    3.42    0.00    0.00    0.00    0.00    0.00    0.00   87.15
21:17:08     all    8.86    0.00    3.68    0.00    0.00    0.00    0.00    0.00    0.00   87.46
21:17:09     all    9.36    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.13
21:17:10     all   11.33    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   84.67
21:17:11     all   11.61    0.00    3.59    0.17    0.00    0.00    0.00    0.00    0.00   84.63
21:17:12     all   10.51    0.00    3.75    0.00    0.00    0.00    0.00    0.00    0.00   85.74
21:17:13     all    9.11    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.39
21:17:14     all    9.33    0.00    3.41    0.00    0.00    0.08    0.00    0.00    0.00   87.18
21:17:15     all   10.43    0.00    3.76    0.00    0.00    0.00    0.00    0.00    0.00   85.81
21:17:16     all   11.10    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   85.23
21:17:17     all   10.83    0.00    3.75    0.25    0.00    0.00    0.00    0.00    0.00   85.17
21:17:18     all   11.09    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   85.24
21:17:19     all   11.00    0.00    3.67    0.08    0.00    0.00    0.00    0.00    0.00   85.25
21:17:20     all   10.79    0.00    3.85    0.00    0.00    0.00    0.00    0.00    0.00   85.37
21:17:21     all    9.52    0.00    3.68    0.00    0.00    0.00    0.00    0.00    0.00   86.80
21:17:22     all    9.01    0.00    3.59    0.17    0.00    0.00    0.00    0.00    0.00   87.24
21:17:23     all    8.69    0.00    3.43    0.00    0.00    0.00    0.00    0.00    0.00   87.89
21:17:24     all    8.76    0.00    3.50    0.00    0.00    0.00    0.00    0.00    0.00   87.74
21:17:25     all    9.85    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   86.56
21:17:26     all    9.26    0.00    3.34    0.00    0.00    0.00    0.00    0.00    0.00   87.41
21:17:27     all    9.27    0.00    3.34    0.17    0.00    0.00    0.00    0.00    0.00   87.22
21:17:28     all    9.03    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.46
21:17:29     all    9.26    0.00    3.84    0.08    0.00    0.00    0.00    0.00    0.00   86.82
21:17:30     all   11.35    0.00    3.59    1.25    0.00    0.00    0.00    0.00    0.00   83.81
21:17:31     all    8.87    0.00    3.77    0.00    0.00    0.00    0.00    0.00    0.00   87.36
21:17:32     all    8.59    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.82
21:17:33     all    9.02    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.48
21:17:34     all    8.76    0.00    3.76    0.00    0.00    0.00    0.00    0.00    0.00   87.48
21:17:35     all    8.52    0.00    3.84    0.00    0.00    0.00    0.00    0.00    0.00   87.64
21:17:36     all    8.36    0.00    3.68    0.25    0.00    0.00    0.00    0.00    0.00   87.71
21:17:37     all    8.28    0.00    3.76    0.00    0.00    0.00    0.00    0.00    0.00   87.96
21:17:38     all    9.10    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   87.23
21:17:39     all    8.76    0.00    3.50    0.00    0.00    0.00    0.00    0.00    0.00   87.74
21:17:40     all    8.68    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   87.65
21:17:41     all    8.70    0.00    3.60    0.42    0.00    0.00    0.00    0.00    0.00   87.29
21:17:42     all    8.67    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   87.32
21:17:43     all    8.61    0.00    3.60    0.00    0.00    0.00    0.00    0.00    0.00   87.79
21:17:44     all    9.78    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   86.71
21:17:45     all    9.69    0.00    3.68    0.00    0.00    0.00    0.00    0.00    0.00   86.63
21:17:46     all    9.01    0.00    3.50    0.25    0.00    0.08    0.00    0.00    0.00   87.16
21:17:47     all    8.69    0.00    3.84    0.00    0.00    0.00    0.00    0.00    0.00   87.47
21:17:48     all    9.51    0.00    3.50    0.00    0.00    0.00    0.00    0.00    0.00   86.99
21:17:49     all    8.76    0.00    3.76    0.00    0.00    0.00    0.00    0.00    0.00   87.48
21:17:50     all    8.85    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.65
21:17:51     all    8.60    0.00    3.42    0.25    0.00    0.00    0.00    0.00    0.00   87.73
21:17:52     all    8.60    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   87.73
21:17:53     all    8.50    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   87.83
21:17:54     all    8.51    0.00    3.84    0.00    0.00    0.00    0.00    0.00    0.00   87.66
21:17:55     all    8.42    0.00    3.59    0.08    0.00    0.00    0.00    0.00    0.00   87.91
21:17:56     all    8.60    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   87.73
21:17:57     all    8.51    0.00    3.67    0.17    0.00    0.00    0.00    0.00    0.00   87.65
21:17:58     all    8.52    0.00    3.51    0.00    0.00    0.00    0.00    0.00    0.00   87.97
21:17:59     all    8.60    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.81
21:18:00     all    8.34    0.00    3.67    0.00    0.00    0.00    0.00    0.00    0.00   87.99
21:18:01     all    8.36    0.00    3.60    0.33    0.00    0.00    0.00    0.00    0.00   87.71
21:18:02     all    8.52    0.00    3.51    0.25    0.00    0.00    0.00    0.00    0.00   87.72
21:18:03     all    9.18    0.00    3.59    0.00    0.00    0.00    0.00    0.00    0.00   87.23
21:18:04     all    9.42    0.00    3.75    0.00    0.00    0.00    0.00    0.00    0.00   86.83
21:18:05     all    9.61    0.00    3.43    0.00    0.00    0.00    0.00    0.00    0.00   86.97
21:18:06     all    8.51    0.00    3.76    0.00    0.00    0.00    0.00    0.00    0.00   87.73
21:18:07     all   14.26    0.00    3.00    0.00    0.00    0.08    0.00    0.00    0.00   82.65
21:18:08     all   10.61    0.00    1.25    0.08    0.00    0.00    0.00    0.00    0.00   88.05
21:18:09     all    6.92    0.00    1.50    0.00    0.00    0.00    0.00    0.00    0.00   91.58
21:18:10     all    6.68    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   92.06
21:18:11     all    6.68    0.00    1.34    0.00    0.00    0.00    0.00    0.00    0.00   91.99
21:18:12     all    6.52    0.00    1.34    0.00    0.00    0.00    0.00    0.00    0.00   92.15
21:18:13     all    6.69    0.00    1.34    0.17    0.00    0.00    0.00    0.00    0.00   91.81
21:18:14     all    6.68    0.00    1.34    0.00    0.00    0.00    0.00    0.00    0.00   91.99
21:18:15     all    9.44    0.00    1.67    1.17    0.00    0.00    0.00    0.00    0.00   87.72
21:18:16     all    8.60    0.00    2.34    0.00    0.00    0.00    0.00    0.00    0.00   89.07
21:18:17     all   10.12    0.00    1.84    0.00    0.00    0.00    0.00    0.00    0.00   88.04
21:18:18     all    8.84    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   89.91
21:18:19     all    6.93    0.00    1.34    0.17    0.00    0.00    0.00    0.00    0.00   91.56
21:18:20     all    6.68    0.00    1.34    0.00    0.00    0.00    0.00    0.00    0.00   91.98
21:18:21     all    9.61    0.00    1.67    0.58    0.00    0.00    0.00    0.00    0.00   88.14
21:18:22     all    8.18    0.00    1.42    0.00    0.00    0.00    0.00    0.00    0.00   90.40
21:18:23     all    6.59    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.58
21:18:24     all    6.10    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   93.07
21:18:25     all    6.59    0.00    0.92    0.25    0.00    0.00    0.00    0.00    0.00   92.24
21:18:26     all    6.92    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.24
21:18:27     all   12.70    0.00    0.75    0.33    0.00    0.00    0.00    0.00    0.00   86.22
21:18:28     all    9.10    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   89.98
21:18:29     all    7.75    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   91.33
21:18:30     all    9.02    0.00    1.09    0.00    0.00    0.00    0.00    0.00    0.00   89.89
21:18:31     all    9.17    0.00    0.92    1.08    0.00    0.00    0.00    0.00    0.00   88.82
21:18:32     all    7.60    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   91.57
21:18:33     all    7.17    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   91.91
21:18:34     all    7.18    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   92.15
21:18:35     all    6.52    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.73
21:18:36     all    6.76    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.49
21:18:37     all    7.17    0.00    0.83    0.58    0.00    0.00    0.00    0.00    0.00   91.41
21:18:38     all    9.48    0.00    3.24    0.25    0.00    0.00    0.00    0.00    0.00   87.03
21:18:39     all    7.85    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   91.24
21:18:40     all    7.99    0.00    1.41    0.00    0.00    0.00    0.00    0.00    0.00   90.60
21:18:41     all    8.75    0.08    2.08    0.00    0.00    0.08    0.00    0.00    0.00   89.00
21:18:42     all   12.43    0.25    2.34    0.42    0.00    0.00    0.00    0.00    0.00   84.57
21:18:43     all    8.27    0.00    1.09    0.00    0.00    0.00    0.00    0.00    0.00   90.64
21:18:44     all    7.93    0.00    1.17    0.00    0.00    0.00    0.00    0.00    0.00   90.90
21:18:45     all    7.51    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   91.24
21:18:46     all    7.60    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   91.15
21:18:47     all    7.52    0.00    1.09    0.17    0.00    0.00    0.00    0.00    0.00   91.23
21:18:48     all    7.94    0.00    1.59    0.25    0.00    0.00    0.00    0.00    0.00   90.23
21:18:49     all    7.34    0.00    1.08    0.00    0.00    0.00    0.00    0.00    0.00   91.58
21:18:50     all    7.50    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   91.25
21:18:51     all    8.37    0.00    1.51    0.00    0.00    0.00    0.00    0.00    0.00   90.13
21:18:52     all    7.10    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   91.99
21:18:53     all    7.76    0.00    1.09    0.25    0.00    0.00    0.00    0.00    0.00   90.90
21:18:54     all    8.10    0.00    1.34    0.00    0.00    0.00    0.00    0.00    0.00   90.57
21:18:55     all    9.92    0.00    2.42    1.75    0.00    0.08    0.00    0.00    0.00   85.83
21:18:56     all   13.51    0.17    2.42    0.00    0.00    0.00    0.00    0.00    0.00   83.90
21:18:57     all    8.02    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   91.14
21:18:58     all    8.44    0.00    1.42    0.50    0.00    0.00    0.00    0.00    0.00   89.63
21:18:59     all    8.39    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   90.60
21:19:00     all   16.23    0.59    4.02    1.17    0.00    0.00    0.00    0.00    0.00   77.99
21:19:01     all    9.53    0.08    1.76    1.00    0.00    0.00    0.00    0.00    0.00   87.63
21:19:02     all    9.98    0.17    2.94    0.00    0.00    0.00    0.00    0.00    0.00   86.91
21:19:03     all    8.19    0.00    1.09    0.00    0.00    0.00    0.00    0.00    0.00   90.73
21:19:04     all    7.67    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   91.49
21:19:05     all    8.01    0.00    0.83    1.00    0.00    0.08    0.00    0.00    0.00   90.07
21:19:06     all    8.68    0.00    1.75    0.00    0.00    0.00    0.00    0.00    0.00   89.57
21:19:07     all    7.78    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   91.30
21:19:08     all    8.35    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   90.81
21:19:09     all    8.12    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   91.04
21:19:10     all    7.59    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   91.41
21:19:11     all   10.93    0.00    0.83    0.75    0.00    0.00    0.00    0.00    0.00   87.48
21:19:12     all    7.85    0.00    0.92    0.42    0.00    0.00    0.00    0.00    0.00   90.82
21:19:13     all    7.94    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   91.31
21:19:14     all    8.76    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   90.40
21:19:15     all    8.86    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   90.38
21:19:16     all    8.85    0.00    0.83    0.83    0.00    0.00    0.00    0.00    0.00   89.48
21:19:17     all    8.35    0.00    0.83    0.33    0.00    0.00    0.00    0.00    0.00   90.48
21:19:18     all    8.85    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   90.40
21:19:19     all    8.60    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   90.56
21:19:20     all    8.42    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   90.74
21:19:21     all    8.59    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   90.58
21:19:22     all    8.10    0.00    0.83    0.25    0.00    0.00    0.00    0.00    0.00   90.82
21:19:23     all    8.26    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   90.90
21:19:24     all    8.78    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   90.47
21:19:25     all    8.26    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   90.98
