21:14:35     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:41:40     all    6.67    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   92.08
21:41:41     all    8.26    0.00    2.50    0.00    0.00    0.00    0.00    0.00    0.00   89.23
21:41:42     all   10.42    0.00    2.83    0.33    0.00    0.00    0.00    0.00    0.00   86.42
21:41:43     all   10.01    0.08    2.09    0.00    0.00    0.00    0.00    0.00    0.00   87.82
21:41:44     all    9.34    0.00    3.17    0.00    0.00    0.00    0.00    0.00    0.00   87.49
21:41:45     all    9.63    0.08    3.24    0.00    0.00    0.00    0.00    0.00    0.00   87.05
21:41:46     all    7.39    0.00    1.41    0.00    0.00    0.00    0.00    0.00    0.00   91.20
21:41:47     all    8.35    0.08    2.00    0.25    0.00    0.00    0.00    0.00    0.00   89.32
21:41:48     all    7.24    0.00    1.17    0.42    0.00    0.00    0.00    0.00    0.00   91.17
21:41:49     all    6.92    0.00    1.08    0.00    0.00    0.00    0.00    0.00    0.00   91.99
21:41:50     all    6.84    0.00    1.09    0.00    0.00    0.00    0.00    0.00    0.00   92.07
21:41:51     all    6.43    0.00    0.75    0.58    0.00    0.00    0.00    0.00    0.00   92.24
21:41:52     all    6.43    0.00    0.92    1.50    0.00    0.00    0.00    0.00    0.00   91.15
21:41:53     all    6.69    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.47
21:41:54     all    9.08    0.08    3.00    0.00    0.00    0.00    0.00    0.00    0.00   87.84
21:41:55     all    8.07    0.00    2.16    0.00    0.00    0.00    0.00    0.00    0.00   89.77
21:41:56     all    8.26    0.00    3.34    0.00    0.00    0.00    0.00    0.00    0.00   88.41
21:41:57     all    7.42    0.00    1.50    0.00    0.00    0.00    0.00    0.00    0.00   91.08
21:41:58     all    8.57    0.00    1.75    0.25    0.00    0.00    0.00    0.00    0.00   89.43
21:41:59     all    7.17    0.00    1.00    0.08    0.00    0.00    0.00    0.00    0.00   91.75
21:42:00     all   12.17    0.00    3.08    0.00    0.00    0.08    0.00    0.00    0.00   84.67
21:42:01     all    6.85    0.00    0.92    0.67    0.00    0.00    0.00    0.00    0.00   91.56
21:42:02     all    6.85    0.00    0.84    0.67    0.00    0.00    0.00    0.00    0.00   91.65
21:42:03     all    6.74    0.00    1.17    0.00    0.00    0.00    0.00    0.00    0.00   92.09
21:42:04     all    7.09    0.00    0.92    1.17    0.00    0.00    0.00    0.00    0.00   90.83
21:42:05     all    6.61    0.00    0.84    0.75    0.00    0.00    0.00    0.00    0.00   91.81
21:42:06     all    7.43    0.00    1.92    0.00    0.00    0.00    0.00    0.00    0.00   90.65
21:42:07     all    6.34    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.82
21:42:08     all    7.60    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   91.65
21:42:09     all   10.04    0.08    4.18    0.00    0.00    0.00    0.00    0.00    0.00   85.69
21:42:10     all    9.67    0.00    3.84    0.00    0.00    0.00    0.00    0.00    0.00   86.49
21:42:11     all    6.26    0.00    0.83    0.75    0.00    0.00    0.00    0.00    0.00   92.15
21:42:12     all    6.27    0.00    0.92    0.58    0.00    0.00    0.00    0.00    0.00   92.23
21:42:13     all    6.51    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.74
21:42:14     all    6.02    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   93.31
21:42:15     all    5.93    0.00    0.83    0.75    0.00    0.00    0.00    0.00    0.00   92.49
21:42:16     all    6.17    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   93.08
21:42:17     all    5.77    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   93.48
21:42:18     all    8.26    0.00    3.26    0.17    0.00    0.00    0.00    0.00    0.00   88.31
21:42:19     all   10.04    0.00    4.35    0.00    0.00    0.00    0.00    0.00    0.00   85.61
21:42:20     all    8.87    0.00    3.77    0.17    0.00    0.00    0.00    0.00    0.00   87.20
21:42:21     all   12.64    0.08    3.10    0.50    0.00    0.00    0.00    0.00    0.00   83.68
21:42:22     all    7.54    0.00    1.51    0.00    0.00    0.00    0.00    0.00    0.00   90.95
21:42:23     all    7.51    0.08    2.09    0.00    0.00    0.00    0.00    0.00    0.00   90.32
21:42:24     all    6.86    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   91.89
21:42:25     all    6.70    0.00    1.17    0.00    0.00    0.00    0.00    0.00    0.00   92.13
21:42:26     all    7.18    0.00    1.67    0.58    0.00    0.00    0.00    0.00    0.00   90.57
21:42:27     all    6.96    0.00    1.51    0.00    0.00    0.00    0.00    0.00    0.00   91.53
21:42:28     all    7.20    0.08    1.17    0.00    0.00    0.00    0.00    0.00    0.00   91.54
21:42:29     all    7.61    0.00    1.51    0.00    0.00    0.00    0.00    0.00    0.00   90.89
21:42:30     all   15.65    0.59    4.60    0.00    0.00    0.08    0.00    0.00    0.00   79.08
21:42:31     all   16.88    0.25    3.09    1.34    0.00    0.00    0.00    0.00    0.00   78.45
21:42:32     all   11.99    0.17    3.86    0.00    0.00    0.00    0.00    0.00    0.00   83.99
21:42:33     all    9.27    0.00    3.84    0.08    0.00    0.00    0.00    0.00    0.00   86.81
21:42:34     all    6.35    0.00    0.84    0.50    0.00    0.00    0.00    0.00    0.00   92.31
21:42:35     all    6.76    0.00    0.83    1.34    0.00    0.00    0.00    0.00    0.00   91.07
21:42:36     all    7.76    0.08    2.25    0.00    0.00    0.00    0.00    0.00    0.00   89.91
21:42:37     all    6.18    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   93.07
21:42:38     all    6.17    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.99
21:42:39     all    6.10    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   93.23
21:42:40     all    6.33    0.00    0.75    0.42    0.00    0.00    0.00    0.00    0.00   92.50
21:42:41     all    6.34    0.00    0.75    0.67    0.00    0.00    0.00    0.00    0.00   92.24
21:42:42     all    6.35    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.90
21:42:43     all    7.10    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   91.98
21:42:44     all    8.19    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   90.89
21:42:45     all    6.93    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.31
21:42:46     all    7.77    0.08    2.26    0.00    0.00    0.00    0.00    0.00    0.00   89.89
21:42:47     all    7.76    0.17    2.34    0.17    0.00    0.00    0.00    0.00    0.00   89.57
21:42:48     all    6.51    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.66
21:42:49     all    7.85    0.00    1.09    0.00    0.00    0.00    0.00    0.00    0.00   91.07
21:42:50     all    6.68    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.57
21:42:51     all    6.69    0.00    1.09    0.59    0.00    0.00    0.00    0.00    0.00   91.63
21:42:52     all    8.01    0.00    2.17    0.33    0.00    0.00    0.00    0.00    0.00   89.49
21:42:53     all    7.08    0.17    1.33    0.00    0.00    0.00    0.00    0.00    0.00   91.42
21:42:54     all    6.68    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   92.31
21:42:55     all    6.69    0.00    1.09    0.33    0.00    0.00    0.00    0.00    0.00   91.89
21:42:56     all    6.69    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.47
21:42:57     all    7.35    0.00    1.00    0.25    0.00    0.00    0.00    0.00    0.00   91.40
21:42:58     all    7.36    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   91.81
21:42:59     all    7.02    0.00    1.00    0.08    0.00    0.00    0.00    0.00    0.00   91.90
21:43:00     all    6.59    0.00    0.92    0.08    0.00    0.00    0.00    0.00    0.00   92.40
21:43:01     all    6.52    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.56
21:43:02     all    6.35    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.82
21:43:03     all    6.42    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.75
21:43:04     all    6.34    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.82
21:43:05     all    6.26    0.00    0.92    0.67    0.00    0.00    0.00    0.00    0.00   92.15
21:43:06     all    6.09    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   93.08
21:43:07     all    6.34    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.82
21:43:08     all    6.51    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.58
21:43:09     all    7.02    0.00    0.92    0.42    0.00    0.00    0.00    0.00    0.00   91.64
21:43:10     all    6.67    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.50
21:43:11     all    6.93    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.24
21:43:12     all    6.83    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.25
21:43:13     all    6.17    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.99
21:43:14     all    6.77    0.00    0.92    0.25    0.00    0.00    0.00    0.00    0.00   92.06
21:43:15     all    6.92    0.00    0.92    0.08    0.00    0.00    0.00    0.00    0.00   92.08
21:43:16     all    6.68    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.57
21:43:17     all    6.68    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.48
21:43:18     all    6.76    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.33
21:43:19     all    6.76    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.49
21:43:20     all    6.59    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.57
21:43:21     all    6.51    0.00    0.83    0.25    0.00    0.00    0.00    0.00    0.00   92.41
21:43:22     all    6.84    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.32
21:43:23     all    6.66    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.42
21:43:24     all    6.61    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.64
21:43:25     all    6.51    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.74
21:43:26     all    6.26    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.99
21:43:27     all    6.43    0.00    0.75    0.25    0.00    0.00    0.00    0.00    0.00   92.57
21:43:28     all    6.02    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   93.14
21:43:29     all    6.18    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   93.07
21:43:30     all    6.43    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.65
21:43:31     all    6.26    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   92.74
21:43:32     all    6.43    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.73
21:43:33     all    6.59    0.00    0.83    0.25    0.00    0.00    0.00    0.00    0.00   92.32
21:43:34     all    6.85    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.31
21:43:35     all    6.34    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.74
21:43:36     all    6.42    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.74
21:43:37     all    6.93    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.24
21:43:38     all    6.68    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.57
21:43:39     all    6.68    0.00    0.84    0.25    0.00    0.00    0.00    0.00    0.00   92.23
21:43:40     all    7.26    0.00    0.92    0.83    0.00    0.00    0.00    0.00    0.00   90.99
21:43:41     all    7.26    0.00    1.00    1.17    0.00    0.00    0.00    0.00    0.00   90.57
21:43:42     all    6.59    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.66
21:43:43     all    7.19    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.06
21:43:44     all    6.68    0.00    0.75    0.08    0.00    0.00    0.00    0.00    0.00   92.49
21:43:45     all    6.59    0.00    1.00    0.25    0.00    0.00    0.00    0.00    0.00   92.15
21:43:46     all    6.52    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   92.81
21:43:47     all    6.43    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.74
21:43:48     all    6.68    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.57
21:43:49     all    6.43    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.74
21:43:50     all    6.77    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.40
21:43:51     all    6.00    0.00    1.00    0.17    0.00    0.00    0.00    0.00    0.00   92.83
21:43:52     all    6.34    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.91
21:43:53     all    6.84    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.24
21:43:54     all    6.33    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.75
21:43:55     all    6.83    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.25
21:43:56     all    7.66    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   91.09
21:43:57     all    8.26    0.17    2.75    0.17    0.00    0.00    0.00    0.00    0.00   88.66
21:43:58     all    7.30    0.00    1.41    0.00    0.00    0.00    0.00    0.00    0.00   91.29
21:43:59     all    9.28    0.00    3.18    0.00    0.00    0.00    0.00    0.00    0.00   87.54
21:44:00     all    8.25    0.08    1.92    0.00    0.00    0.00    0.00    0.00    0.00   89.75
21:44:01     all    8.11    0.00    2.34    0.08    0.00    0.00    0.00    0.00    0.00   89.46
21:44:02     all    6.51    0.00    0.83    1.17    0.00    0.00    0.00    0.00    0.00   91.49
21:44:03     all    8.03    0.00    2.34    0.00    0.00    0.00    0.00    0.00    0.00   89.63
21:44:04     all    7.76    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   91.41
21:44:05     all    6.68    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.40
21:44:06     all    8.03    0.00    2.26    0.00    0.00    0.00    0.00    0.00    0.00   89.72
21:44:07     all    7.33    0.17    2.17    0.58    0.00    0.00    0.00    0.00    0.00   89.75
21:44:08     all    8.36    0.00    3.09    0.00    0.00    0.00    0.00    0.00    0.00   88.55
21:44:09     all    7.26    0.08    1.84    0.00    0.00    0.00    0.00    0.00    0.00   90.82
21:44:10     all    8.09    0.00    2.92    0.00    0.00    0.00    0.00    0.00    0.00   88.99
21:44:11     all    7.85    0.00    2.01    0.08    0.00    0.00    0.00    0.00    0.00   90.06
21:44:12     all    7.86    0.00    2.09    0.25    0.00    0.00    0.00    0.00    0.00   89.80
21:44:13     all    9.44    0.08    2.76    0.00    0.00    0.00    0.00    0.00    0.00   87.72
21:44:14     all    7.43    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   91.65
21:44:15     all    6.86    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.22
21:44:16     all    9.79    0.92    4.44    0.00    0.00    0.00    0.00    0.00    0.00   84.85
21:44:17     all    8.79    0.33    2.51    0.25    0.00    0.00    0.00    0.00    0.00   88.12
21:44:18     all    6.77    0.00    1.09    0.00    0.00    0.00    0.00    0.00    0.00   92.14
21:44:19     all    6.67    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.49
21:44:20     all    7.62    0.00    1.92    0.00    0.00    0.00    0.00    0.00    0.00   90.46
21:44:21     all    8.27    0.08    2.84    0.00    0.00    0.00    0.00    0.00    0.00   88.81
21:44:22     all    7.60    0.00    2.26    0.00    0.00    0.00    0.00    0.00    0.00   90.14
21:44:23     all    6.18    0.00    0.75    0.25    0.00    0.00    0.00    0.00    0.00   92.82
21:44:24     all    6.44    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.64
21:44:25     all    6.69    0.00    0.75    0.08    0.00    0.00    0.00    0.00    0.00   92.47
21:44:26     all    6.84    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.32
21:44:27     all    7.45    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   91.72
21:44:28     all    6.52    0.00    0.75    0.25    0.00    0.00    0.00    0.00    0.00   92.48
21:44:29     all    6.85    0.00    0.84    0.08    0.00    0.00    0.00    0.00    0.00   92.23
21:44:30     all    7.27    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   91.72
21:44:31     all    6.76    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.40
21:44:32     all    7.17    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   91.91
21:44:33     all    6.93    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.23
21:44:34     all    7.25    0.00    0.83    0.25    0.00    0.00    0.00    0.00    0.00   91.67
21:44:35     all   10.03    0.00    3.09    0.00    0.00    0.00    0.00    0.00    0.00   86.87
21:44:36     all   10.61    0.08    3.93    0.00    0.00    0.00    0.00    0.00    0.00   85.38
21:44:37     all    9.61    0.00    3.01    0.08    0.00    0.00    0.00    0.00    0.00   87.30
21:44:38     all    9.62    0.00    3.85    0.00    0.00    0.00    0.00    0.00    0.00   86.53
21:44:39     all    8.18    0.00    2.17    0.00    0.00    0.00    0.00    0.00    0.00   89.65
21:44:40     all    9.37    0.00    2.93    0.25    0.00    0.00    0.00    0.00    0.00   87.45
21:44:41     all    8.35    0.00    2.17    0.08    0.00    0.00    0.00    0.00    0.00   89.40
21:44:42     all    6.77    0.00    1.34    0.00    0.00    0.00    0.00    0.00    0.00   91.90
21:44:43     all    6.93    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.32
21:44:44     all    6.93    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.31
21:44:45     all    7.29    0.00    1.09    0.17    0.00    0.00    0.00    0.00    0.00   91.46
21:44:46     all    8.86    0.08    2.84    0.67    0.00    0.00    0.00    0.00    0.00   87.55
21:44:47     all    7.84    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   90.16
21:44:48     all    6.77    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   91.97
21:44:49     all    8.27    0.00    2.67    0.00    0.00    0.00    0.00    0.00    0.00   89.06
21:44:50     all    8.03    0.08    2.59    0.00    0.00    0.00    0.00    0.00    0.00   89.30
21:44:51     all    8.12    0.00    1.84    0.59    0.00    0.00    0.00    0.00    0.00   89.45
21:44:52     all   12.63    0.00    2.76    0.00    0.00    0.00    0.00    0.00    0.00   84.62
21:44:53     all    7.51    0.08    2.34    0.00    0.00    0.00    0.00    0.00    0.00   90.07
21:44:54     all    6.18    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   93.07
21:44:55     all    6.67    0.00    1.67    0.00    0.00    0.00    0.00    0.00    0.00   91.66
21:44:56     all    7.26    0.00    1.59    0.00    0.00    0.00    0.00    0.00    0.00   91.15
21:44:57     all    9.72    0.08    2.76    0.50    0.00    0.00    0.00    0.00    0.00   86.93
21:44:58     all    6.69    0.00    1.59    0.00    0.00    0.00    0.00    0.00    0.00   91.72
21:44:59     all    7.60    0.08    2.17    0.00    0.00    0.00    0.00    0.00    0.00   90.14
21:45:00     all    6.43    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.74
21:45:01     all    7.35    0.00    2.09    0.58    0.00    0.00    0.00    0.00    0.00   89.98
21:45:02     all    6.53    0.00    0.67    1.59    0.00    0.00    0.00    0.00    0.00   91.21
21:45:03     all    6.68    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.48
21:45:04     all    6.17    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.99
21:45:05     all    6.52    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.65
21:45:06     all    6.36    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.72
21:45:07     all    6.60    0.00    0.84    0.17    0.00    0.00    0.00    0.00    0.00   92.40
21:45:08     all    6.60    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.48
21:45:09     all    6.93    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   91.07
21:45:10     all    6.26    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   93.07
21:45:11     all    6.51    0.00    0.83    0.67    0.00    0.00    0.00    0.00    0.00   91.99
21:45:12     all    6.84    0.00    0.92    0.42    0.00    0.00    0.00    0.00    0.00   91.82
21:45:13     all    7.08    0.00    1.00    0.08    0.00    0.00    0.00    0.00    0.00   91.84
21:45:14     all    6.61    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.55
21:45:15     all    7.01    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.15
21:45:16     all    6.68    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   92.49
21:45:17     all    7.35    0.00    0.84    0.17    0.00    0.00    0.00    0.00    0.00   91.65
21:45:18     all    6.84    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.40
21:45:19     all    6.84    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.24
21:45:20     all    7.10    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.15
21:45:21     all    6.84    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.24
21:45:22     all    6.83    0.00    0.92    0.67    0.00    0.00    0.00    0.00    0.00   91.59
21:45:23     all    6.26    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.82
21:45:24     all    6.59    0.00    1.09    0.33    0.00    0.00    0.00    0.00    0.00   91.99
21:45:25     all    8.01    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   91.07
21:45:26     all    7.27    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   91.98
21:45:27     all    7.02    0.00    1.09    0.25    0.00    0.00    0.00    0.00    0.00   91.65
21:45:28     all    6.93    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.23
21:45:29     all    7.01    0.00    0.83    0.25    0.00    0.00    0.00    0.00    0.00   91.91
21:45:30     all    7.42    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   91.66
21:45:31     all    6.76    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.49
21:45:32     all    6.68    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   92.32
21:45:33     all    6.35    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.82
21:45:34     all    6.67    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   92.58
21:45:35     all    6.68    0.00    1.00    0.25    0.00    0.00    0.00    0.00    0.00   92.06
21:45:36     all    7.51    0.00    0.83    0.00    0.00    0.00    0.00    0.00    0.00   91.65
21:45:37     all    6.84    0.00    0.92    0.33    0.00    0.00    0.00    0.00    0.00   91.91
21:45:38     all    6.77    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.40
21:45:39     all    6.67    0.00    0.92    0.00    0.00    0.00    0.00    0.00    0.00   92.41
21:45:40     all    6.60    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.56
21:45:41     all    6.76    0.00    0.83    0.17    0.00    0.00    0.00    0.00    0.00   92.24
21:45:42     all    6.50    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   92.50
21:45:43     all    6.60    0.00    0.84    0.00    0.00    0.00    0.00    0.00    0.00   92.56
21:45:44     all    6.36    0.00    1.34    0.00    0.00    0.00    0.00    0.00    0.00   92.30
21:45:45     all    7.76    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   90.99
21:45:46     all    6.83    0.00    1.08    0.25    0.00    0.00    0.00    0.00    0.00   91.83
21:45:47     all    6.26    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   92.74
21:45:48     all    8.08    0.00    1.42    0.00    0.00    0.00    0.00    0.00    0.00   90.50
21:45:49     all   11.09    0.00    1.17    0.00    0.00    0.00    0.00    0.00    0.00   87.74
21:45:50     all    8.79    0.00    1.17    0.59    0.00    0.00    0.00    0.00    0.00   89.46
21:45:51     all    6.95    0.00    1.09    0.92    0.00    0.00    0.00    0.00    0.00   91.05
21:45:52     all    6.68    0.00    1.42    0.25    0.00    0.00    0.00    0.00    0.00   91.65
21:45:53     all    6.84    0.00    1.50    0.00    0.00    0.08    0.00    0.00    0.00   91.57
21:45:54     all   11.17    0.00    1.83    0.25    0.00    0.00    0.00    0.00    0.00   86.75
21:45:55     all   14.43    0.00    1.92    0.33    0.00    0.00    0.00    0.00    0.00   83.32
21:45:56     all   14.54    0.00    1.42    0.00    0.00    0.00    0.00    0.00    0.00   84.04
21:45:57     all   15.11    0.00    1.84    0.00    0.00    0.00    0.00    0.00    0.00   83.06
21:45:58     all   15.46    0.00    1.92    0.33    0.00    0.00    0.00    0.00    0.00   82.29
21:45:59     all   14.95    0.00    1.92    0.00    0.00    0.00    0.00    0.00    0.00   83.12
21:46:00     all   14.94    0.00    1.75    0.00    0.00    0.00    0.00    0.00    0.00   83.31
21:46:01     all   15.37    0.00    1.84    0.00    0.00    0.00    0.00    0.00    0.00   82.79
21:46:02     all   13.44    0.00    1.84    0.58    0.00    0.00    0.00    0.00    0.00   84.14
21:46:03     all    6.34    0.00    1.08    7.51    0.00    0.00    0.00    0.00    0.00   85.07
21:46:04     all    8.02    0.00    1.17    6.27    0.00    0.00    0.00    0.00    0.00   84.54
21:46:05     all   15.10    0.00    1.33    0.42    0.00    0.00    0.00    0.00    0.00   83.15
21:46:06     all   14.18    0.00    1.08    0.17    0.00    0.00    0.00    0.00    0.00   84.57
21:46:07     all   13.76    0.00    1.00    1.58    0.00    0.00    0.00    0.00    0.00   83.65
21:46:08     all   14.05    0.00    1.76    0.25    0.00    0.00    0.00    0.00    0.00   83.95
21:46:09     all   14.52    0.00    1.00    0.25    0.00    0.00    0.00    0.00    0.00   84.22
21:46:10     all   15.78    0.00    1.09    0.00    0.00    0.00    0.00    0.00    0.00   83.14
21:46:11     all   13.94    0.00    1.59    0.25    0.00    0.00    0.00    0.00    0.00   84.22
21:46:12     all   14.44    0.00    1.17    0.00    0.00    0.17    0.00    0.00    0.00   84.22
21:46:13     all   13.77    0.00    1.17    0.00    0.00    0.42    0.00    0.00    0.00   84.64
21:46:14     all   14.85    0.00    0.92    0.58    0.00    0.00    0.00    0.00    0.00   83.65
21:46:15     all   16.00    0.00    1.00    0.08    0.00    0.00    0.00    0.00    0.00   82.92
21:46:16     all   15.55    0.00    2.26    0.17    0.00    0.00    0.00    0.00    0.00   82.02
21:46:17     all   16.01    0.00    1.75    0.08    0.00    0.00    0.00    0.00    0.00   82.15
21:46:18     all   15.30    0.00    2.09    0.00    0.00    0.00    0.00    0.00    0.00   82.61
21:46:19     all   15.04    0.00    2.09    0.17    0.00    0.00    0.00    0.00    0.00   82.71
21:46:20     all   14.10    0.00    1.25    0.92    0.00    0.00    0.00    0.00    0.00   83.74
21:46:21     all   14.35    0.00    1.17    0.25    0.00    0.00    0.00    0.00    0.00   84.24
21:46:22     all   15.50    0.00    1.17    0.00    0.00    0.00    0.00    0.00    0.00   83.33
21:46:23     all   14.86    0.00    1.09    0.00    0.00    0.00    0.00    0.00    0.00   84.06
21:46:24     all   14.76    0.00    1.67    0.00    0.00    0.00    0.00    0.00    0.00   83.57
21:46:25     all   14.10    0.00    1.17    0.00    0.00    0.00    0.00    0.00    0.00   84.74
21:46:26     all   14.26    0.00    1.00    0.25    0.00    0.00    0.00    0.00    0.00   84.49
21:46:27     all   13.94    0.00    1.09    0.00    0.00    0.00    0.00    0.00    0.00   84.97
21:46:28     all   14.11    0.00    1.59    0.00    0.00    0.00    0.00    0.00    0.00   84.31
21:46:29     all   14.01    0.00    1.33    0.00    0.00    0.00    0.00    0.00    0.00   84.65
